date,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW
Jan 2016,466.56,6.79,0,1.61,9.67,0.31,0.81,0.95,6.08,0,-4.48,0,453.68,0.29,5.09,0.0,459.06,425.12,-2270.39,0.0,0.0
Feb 2016,1184.1,15.81,0,4.92,22.47,0.29,0.81,0.94,14.69,0,-12.06,0,1153.6,0.76,5.03,0.0,1159.4,429.26,-2268.65,4.139999999999991,1.7399999999997802
Mar 2016,845.02,9.28,0,2.8,14.6,0.5,1.05,0.99,8.25,0,-8.12,0,827.49,0.5,7.52,0.03,835.54,446.28,-2265.88,17.02,2.7699999999999796
Apr 2016,333.38,5.02,0,10.8,12.66,16.25,18.28,4.52,3.41,0,-2.8,0,324.95,0.62,24.03,1.41,351.01,452.92,-2265.84,6.6400000000000405,0.0399999999999636
May 2016,3696.38,49.37,0,15.16,61.74,5.47,10.33,3.2,41.29,0,-24.21,0,3605.72,2.15,18.06,11.09,3637.02,439.05,-2280.4,-13.87,-14.5599999999999
Jun 2016,655.66,10.9,0,14.7,33.66,40.63,41.23,10.23,8.39,0,2.63,0,636.36,0.53,48.92,21.72,707.54,484.39,-2281.54,45.34,-1.13999999999987
Jul 2016,3205.61,40.69,0,16.67,49.86,18.13,27.55,7.06,35.94,0,-9.46,0,3128.99,1.75,41.2,22.44,3194.37,459.51,-2323.23,-24.88,-41.6900000000001
Aug 2016,1773.83,19.64,0,13.55,34.55,26.9,26.78,6.82,16.62,0,-2.29,0,1737.58,0.73,38.43,18.71,1795.44,470.53,-2339.69,11.02,-16.46
Sep 2016,1392.14,19.34,0,14.5,27.67,24.23,24.91,6.48,15.83,0,0.77,0,1356.97,0.63,35.18,15.66,1408.44,459.71,-2364.02,-10.82,-24.3299999999999
Oct 2016,1962.96,27.81,0,12.45,23.27,1.27,1.67,1.07,22.85,0,-7.48,0,1912.29,0.85,7.05,1.37,1921.56,446.4,-2381.52,-13.31,-17.5
Nov 2016,673.34,7.25,0,2.58,10.84,0.29,0.81,0.95,6.55,0,-6.23,0,659.53,0.36,4.82,0.0,664.72,461.96,-2368.12,15.56,13.4000000000001
Dec 2016,352.04,5.32,0,1.84,5.92,0.29,0.81,0.94,4.28,0,-2.33,0,342.44,0.19,3.73,0.0,346.36,467.54,-2367.67,5.580000000000041,0.449999999999818
Jan 2017,311.11,5.26,0,1.09,7.09,0.29,0.81,0.94,4.58,0,-2.84,0,301.26,0.21,4.75,0.0,306.22,469.29,-2365.58,1.75,2.09000000000015
Feb 2017,867.29,10.2,0,3.62,14.93,0.29,0.81,0.94,9.4,0,-8.55,0,847.69,0.51,6.0,0.0,854.19,471.21,-2363.71,1.91999999999996,1.86999999999989
Mar 2017,1283.88,15.41,0,5.62,19.79,0.31,0.83,0.95,13.25,0,-10.34,0,1255.23,0.65,7.13,0.01,1263.01,479.7,-2362.72,8.490000000000009,0.990000000000236
Apr 2017,2584.99,28.42,0,12.14,37.95,2.81,4.59,1.72,22.91,0,-20.26,0,2533.66,1.39,12.01,0.97,2548.04,491.94,-2359.71,12.24,3.00999999999976
May 2017,3422.68,42.38,0,25.15,34.47,7.56,10.21,3.08,34.54,0,-11.75,0,3345.76,2.07,20.32,12.19,3380.34,517.94,-2360.91,26.0000000000001,-1.19999999999982
Jun 2017,1500.75,19.2,0,14.77,39.6,34.9,34.54,8.61,15.87,0,-1.07,0,1465.68,0.8,48.49,22.74,1537.71,531.65,-2357.44,13.7099999999999,3.4699999999998
Jul 2017,1723.85,20.23,0,17.36,38.58,35.43,34.11,8.52,17.47,0,-1.08,0,1686.14,0.79,49.09,23.15,1759.18,513.79,-2391.3,-17.86,-33.8600000000001
Aug 2017,2644.65,33.67,0,13.66,41.36,17.3,24.81,6.48,29.15,0,-5.31,0,2581.84,1.26,37.9,19.96,2640.96,493.44,-2423.65,-20.35,-32.3499999999999
Sep 2017,2476.92,30.21,0,13.96,34.82,13.42,17.74,4.74,26.7,0,-6.34,0,2420.01,1.2,29.1,15.49,2465.8,497.93,-2438.1,4.490000000000009,-14.4499999999998
Oct 2017,859.88,12.27,0,10.01,11.12,8.13,15.16,4.11,10.71,0,-1.34,0,836.9,0.61,20.67,2.46,860.64,503.24,-2446.25,5.31,-8.15000000000009
