date,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW
Jan 2016,681.92,6.73,0,14.77,0.05,0.09,1.27,0.07,5.02,0,-8.41,0,670.17,0.4,1.16,0.0,671.73,0,-3911.18,0,0.0
Feb 2016,623.31,6.26,0,14.02,0.05,0.09,1.27,0.07,4.58,0,-8.08,0,612.46,0.37,1.16,0.0,613.99,0,-3915.77,0,-4.59000000000015
Mar 2016,417.64,3.45,0,7.99,0.07,0.09,1.42,0.14,2.48,0,-4.84,0,411.71,0.33,1.26,0.01,413.31,0,-3920.46,0,-4.69000000000005
Apr 2016,133.67,1.32,0,2.32,0.89,0.39,5.39,2.0,1.03,0,-1.87,0,131.32,0.38,3.89,0.7,136.28,0,-3924.12,0,-3.6599999999998505
May 2016,5.31,0.03,0,0.1,0.28,0.23,6.6,2.24,0.03,0,-0.47,0,5.24,0.35,4.41,2.02,12.02,0,-3929.05,0,-4.93000000000029
Jun 2016,257.11,2.74,0,4.44,2.35,1.37,6.95,2.82,2.15,0,-2.95,0,252.21,0.27,5.11,3.15,260.74,0,-3935.87,0,-6.819999999999711
Jul 2016,1510.13,16.12,0,32.32,1.8,1.07,5.52,2.13,12.54,0,-17.65,0,1481.47,0.72,4.12,3.13,1489.44,0,-3943.94,0,-8.07000000000016
Aug 2016,1717.88,20.61,0,40.16,1.34,0.79,4.68,1.71,15.74,0,-21.04,0,1681.52,0.94,3.52,2.62,1688.61,0,-3955.57,0,-11.6300000000001
Sep 2016,3206.82,40.75,0,84.1,0.29,0.2,2.24,0.52,31.05,0,-45.0,0,3135.02,1.56,1.81,1.94,3140.33,0,-3966.45,0,-10.879999999999699
Oct 2016,3091.68,37.11,0,80.55,0.07,0.09,1.47,0.16,27.21,0,-44.96,0,3027.36,1.54,1.29,0.5,3030.69,0,-3984.06,0,-17.610000000000102
Nov 2016,638.14,5.89,0,13.09,0.05,0.09,1.28,0.07,4.41,0,-7.59,0,627.83,0.43,1.17,0.0,629.43,0,-4003.62,0,-19.5599999999999
Dec 2016,725.77,6.37,0,13.98,0.05,0.09,1.28,0.07,4.91,0,-7.99,0,714.48,0.43,1.17,0.0,716.08,0,-4008.01,0,-4.39000000000033
Jan 2017,1678.37,17.08,0,38.0,0.05,0.09,1.28,0.07,12.3,0,-21.71,0,1648.99,0.83,1.17,0.0,1650.99,0,-4012.3,0,-4.28999999999996
