date,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW
Jan 2016,2769.15,52.96,44.56,167.05,54.5,127.59,35.38,2.05,55.89,0,-34.23,0,2660.3,37.79,43.07,0.0,2741.15,2684.74,-35235.38,0.0,0.0
Feb 2016,756.12,31.46,50.03,83.29,45.28,68.59,36.13,2.51,24.76,0,-25.3,0,699.91,46.81,45.83,0.24,792.79,2601.95,-35247.07,-82.79,-11.6900000000023
Mar 2016,4055.35,132.07,64.11,131.69,83.18,89.01,86.58,15.11,105.11,0,-30.12,0,3818.17,100.42,97.93,8.04,4024.58,2566.42,-35281.45,-35.5299999999997,-34.3800000000047
Apr 2016,572.74,103.79,113.95,124.29,183.3,157.17,305.55,79.57,16.62,0,-25.06,0,452.33,92.37,290.3,50.41,885.42,2534.11,-35285.96,-32.3100000000004,-4.51000000000204
May 2016,1950.14,244.19,449.13,347.21,393.8,183.28,364.34,94.61,34.61,0,-27.55,0,1671.33,163.13,363.37,108.0,2305.81,2495.93,-35570.79,-38.179999999999396,-284.82999999998697
Jun 2016,882.35,83.9,324.46,250.56,407.88,341.64,460.9,118.49,14.6,0,-13.34,0,783.85,104.88,479.82,158.59,1527.15,2612.82,-35941.47,116.89,-370.680000000015
Jul 2016,18779.75,297.11,99.72,254.79,285.48,209.33,266.83,67.4,284.75,0,-36.74,0,18197.87,102.61,320.78,149.21,18770.5,2541.65,-36441.2,-71.1700000000001,-499.729999999989
Aug 2016,16974.57,294.03,68.03,226.5,271.04,193.63,283.51,72.76,300.02,0,-41.3,0,16380.52,99.43,308.38,128.93,16917.28,2496.46,-36541.83,-45.190000000000104,-100.630000000005
Sep 2016,14425.65,244.87,68.81,236.96,226.35,184.14,282.21,71.12,238.21,0,-37.11,0,13942.58,71.63,289.86,103.54,14407.61,2476.22,-36622.79,-20.2399999999998,-80.9599999999991
Oct 2016,4984.19,97.02,59.64,133.03,116.27,124.67,226.67,55.03,84.35,0,-26.16,0,4802.82,58.19,205.3,37.99,5104.31,2439.66,-36736.32,-36.5600000000004,-113.529999999999
Nov 2016,10832.19,221.21,57.71,136.45,153.45,39.53,36.85,2.41,218.41,0,-48.79,0,10392.56,77.37,41.69,0.64,10512.26,2397.61,-36887.76,-42.0500000000002,-151.44000000000202
Dec 2016,1555.21,47.54,54.25,107.75,60.45,86.68,35.6,1.92,33.31,0,-28.1,0,1474.38,48.37,38.71,0.0,1561.44,2504.3,-36753.23,106.69000000000099,134.529999999999
Jan 2017,7862.77,160.57,51.67,99.9,121.0,22.79,35.63,2.04,166.15,0,-45.16,0,7536.04,59.31,39.72,0.0,7635.06,2473.04,-36781.7,-31.2600000000002,-28.470000000001196
Feb 2017,4988.97,110.94,65.12,120.02,79.92,47.01,35.65,2.05,101.98,0,-37.32,0,4776.04,60.44,41.59,0.0,4878.09,2565.09,-36694.27,92.05000000000021,87.4300000000076
Mar 2017,9747.27,239.02,106.12,213.18,108.16,46.83,37.34,2.9,184.82,0,-50.1,0,9323.44,120.68,52.18,0.87,9497.2,2589.99,-36663.22,24.8999999999996,31.049999999995602
Apr 2017,4205.21,246.45,201.78,191.74,224.55,64.03,192.61,48.87,93.74,0,-53.15,0,3865.03,149.1,192.18,26.73,4233.04,2633.6,-36563.79,43.610000000000106,99.4300000000076
May 2017,8236.65,387.39,445.65,312.62,517.08,114.48,230.88,56.88,124.27,0,-74.28,0,7724.99,192.12,259.8,99.65,8276.58,2745.68,-36693.66,112.08,-129.87000000001
Jun 2017,5623.03,175.78,469.8,313.37,457.13,245.31,351.57,90.71,69.85,0,-67.03,0,5377.4,187.39,400.6,147.56,6112.96,3062.47,-36917.34,316.79,-223.679999999993
Jul 2017,19192.01,307.47,137.52,239.15,315.97,171.41,250.96,63.05,287.55,0,-69.01,0,18596.99,130.3,313.31,145.71,19186.31,3134.56,-37322.92,72.09000000000009,-405.580000000002
Aug 2017,16594.41,295.87,75.1,202.75,313.39,222.3,276.89,70.12,286.04,0,-53.56,0,16012.51,130.68,316.49,132.18,16591.87,3153.73,-37438.02,19.1700000000001,-115.100000000006
